ontolex.LexicalSense	lexicog.usageExample	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.pt	skos.definition.pt	skos.note
lexicalSense:n02968.sg01.s01		Plin.			Pão de toda a farinha	 Pão de toda a farinha 	
lexicalSense:n02969.sg01.s01		Cic.			Do Outono	 Do Outono 	
lexicalSense:n02970.sg01.s01		Cat.			Tempo de Outono	 Tempo de Outono 	
lexicalSense:n02971.sg01.s01		Plin.			Ser Outono	 Ser Outono 	
lexicalSense:n02972.sg01.s01		Varr. apud Non.			[Outono.]	 [ Outono . ] 	
lexicalSense:n02973.sg01.s01		Cic.			Outono	 Outono 	
lexicalSense:n02973.sg01.s02		Mart. no plur.			Fructos	 Fructos , producções do Outono 	
lexicalSense:n02974.sg01.s01		Ovid.			Autumnal	 Autumnal , pertencente ao Outono 	
lexicalSense:n02974.sg01.s99	usageExample:n02974.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n02975.sg01.s01		Cic.			Julgar	 Julgar , affirmar 	
lexicalSense:n02975.sg01.s02		Plaut.			Dizer	 Dizer 	
lexicalSense:n02975.sg01.s03					Pezar	 Pezar , ponderar 	
lexicalSense:n02977.sg01.s01		Plin.			Arrancamento	 Arrancamento 	
lexicalSense:n02978.sg01.s01		Plin.			O que arranca	 O que arranca 	
lexicalSense:n02980.sg01.s01		Cic.			Tio da parte materna	 Tio da parte materna 	
lexicalSense:n02981.sg01.s01		Cic.			Avô	 Avô 	
lexicalSense:n02983.sg01.s01		Caes.			[Auxiliar	 [ Auxiliar , que ajuda . ] 	
lexicalSense:n02984.sg01.s01		Cic.			Auxiliar	 Auxiliar , que ajuda 	
lexicalSense:n02985.sg01.s01		* Liv.			Socorro	 Socorro 	
lexicalSense:n02986.sg01.s01		Tac.			Ajudador	 Ajudador 	
lexicalSense:n02987.sg01.s01		Lucr. apud Non.			Soccorro	 Soccorro , ajuda 	
lexicalSense:n02989.sg01.s01		Ter.			Ajudar	 Ajudar , soccorrer , favorecer 	
lexicalSense:n02990.sg01.s01		Cic.			Auxilio	 Auxilio , soccorro , ajuda , favor 	
lexicalSense:n02990.sg01.s02		Caes. no plur.			Tropas auxiliares	 Tropas auxiliares 	
lexicalSense:n02991.sg01.s01		* Plaut.			Tisoura de cortar cabellos	 Tisoura de cortar cabellos 	
lexicalSense:n02992.sg01.s01		Vitr.			Eixozinho	 Eixozinho 	
lexicalSense:n02992.sg01.s02		Col.			Taboinha	 Taboinha 	
lexicalSense:n02993.sg01.s01		Cic.			Sovaco do braço	 Sovaco do braço 	
lexicalSense:n02994.sg01.s01		Plin.			Genero de magia	 Genero de magia , na qual se usava de machadinhas para adivinhar 	
lexicalSense:n02995.sg01.s01		Virg.			Eixo do carro	 Eixo do carro , & c 	
lexicalSense:n02995.sg01.s02		Cic.			Pólo	 Pólo , eixo do Ceo 	
lexicalSense:n02995.sg01.s03		Stat.			Ferro	 Ferro , sobre que gira a couceira da porta 	
lexicalSense:n02995.sg02.s04		Plin.			Certa féra da India	 Certa féra da India 	
lexicalSense:n02995.sg03.s05		Vitr.			Taboa	 Taboa 	
lexicalSense:n02996.sg01.s01		Vitr.			Linha ao meio dia nos relogios do Sol	 Linha ao meio dia nos relogios do Sol 	
lexicalSense:n02996.sg01.s02					Huma parte do trabuco	 Huma parte do trabuco 	
lexicalSense:n02997.sg01.s01		Plin.			Banha de porco	 Banha de porco 	
lexicalSense:n02998.sg01.s01		(panis) Scrib. Larg.			Pão asmo	 Pão asmo 	
lexicalSense:n02999.sg01.s01		Plaut. interjeição de quem aparta de si com aversão.					
lexicalSense:n03000.sg01.s01		Plaut. interj. de quem admira, despreza, ou approva com alegria os ditos de alguem.			Ah!	 Ah ! 	
lexicalSense:n03001.sg01.s01		Petr.			Lascivo	 Lascivo , deshonesto no fallar 	
lexicalSense:n03002.sg01.s01		Lucret.			Vestidos pintados	 Vestidos pintados , ou bordados ao modo dos de Babylonia 	
lexicalSense:n03003.sg01.s01		Cic.			Baga	 Baga , toda a casta de grãos de arvores , ou arbustos , como loureiro , sabugueiro , zimbro , & c 	
lexicalSense:n03003.sg01.s02		Hor.			Perola	 Perola , pedra preciosa 	
lexicalSense:n03004.sg01.s01		Plin.			Certo genero de loureiro	 Certo genero de loureiro 	
lexicalSense:n03005.sg01.s01		Plin.			Que produz bagas	 Que produz bagas 	
lexicalSense:n03006.sg01.s01		Virg.			[Luvas de Santa Maria	 [ Luvas de Santa Maria , ou nardo rustico , herva . ] 	
lexicalSense:n03007.sg01.s01		Plin.			Luvas de Santa Maria	 Luvas de Santa Maria , ou nardo rustico , herva 	
lexicalSense:n03008.sg01.s01		Virg.			Ornado de perolas	 Ornado de perolas , ou de bagas das arvores 	
lexicalSense:n03009.sg01.s01		Curt.			Furioso	 Furioso , que anda gritando á maneira das Bacchantes 	
lexicalSense:n03010.sg01.s01		Ovid.			Bacchantes	 Bacchantes 	Mulheres, que celebravão as festas de Baccho de tres em tres annos com grandes alaridos, gritos, & c.
lexicalSense:n03010.sg01.s02		No singul. Plaut.			Mulher furiosa	 Mulher furiosa 	
lexicalSense:n03011.sg01.s01		Plaut.			Lugar	 Lugar , onde se celebravão as festas de Baccho 	
lexicalSense:n03011.sg01.s02					Festa	 Festa , ou sacrificio de Baccho 	
lexicalSense:n03011.sg01.s03					Casa	 Casa , ou lugar , onde se commettem os maiores vicios 	
lexicalSense:n03012.sg01.s01		Plaut.			Festas	 Festas , sacrificos de Baccho 	
lexicalSense:n03012.sg01.s99	usageExample:n03012.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n03013.sg01.s01		Cic.			O que faz os sacrificios	 O que faz os sacrificios , e festas de Baccho 	
lexicalSense:n03013.sg01.s02					Furioso	 Furioso 	
lexicalSense:n03015.sg01.s01		Apul.			Á maneira das Bacchantes	 Á maneira das Bacchantes 	
lexicalSense:n03016.sg01.s01		Cic.			Excesso vicioso em beber vinho	 Excesso vicioso em beber vinho , bebedice 	
lexicalSense:n03016.sg01.s02					Acção de festejar a Baccho	 Acção de festejar a Baccho 	
lexicalSense:n03017.sg01.s01		Virg.			Frequentado das Bacchantes	 Frequentado das Bacchantes 	
lexicalSense:n03018.sg01.s01		Quinct.			Pé de verso de huma syllaba breve	 Pé de verso de huma syllaba breve , e duas longas , como amantes 	
lexicalSense:n03019.sg01.s01		Cic.			Enlouquecer	 Enlouquecer , enfurecer - se , correr descompostamente , como as Bacchantes 	
lexicalSense:n03019.sg01.s02					Alegrar-se excessivamente	 Alegrar - se excessivamente 	
lexicalSense:n03019.sg01.s99	usageExample:n03019.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n03020.sg01.s01		Sil. Ital.			Que produz bagas	 Que produz bagas 	
lexicalSense:n03021.sg01.s01		Plin.			Pequena baga	 Pequena baga 	
lexicalSense:n03022.sg01.s01		Suet.			Tolo	 Tolo , insensato 	
lexicalSense:n03023.sg01.s01		Cic.			Bordãozinho	 Bordãozinho , ou cajadinho 	
lexicalSense:n03024.sg01.s01					Bastão	 Bastão , bordão 	
lexicalSense:n03024.sg01.s02		Flor.			Sceptro	 Sceptro 	
lexicalSense:n03025.sg01.s01		Varr.			De côr baia	 De côr baia 	
lexicalSense:n03026.sg01.s01		Plin.			Caminhar	 Caminhar , andar 	
lexicalSense:n03027.sg01.s01		Mart.			Vestido de pannos feitos de lã da Andaluzia	 Vestido de pannos feitos de lã da Andaluzia 	
lexicalSense:n03028.sg01.s01		Sil. Ital.			Morador nas margens do Guadalquivîr	 Morador nas margens do Guadalquivîr , rio da Andaluzia 	
lexicalSense:n03029.sg01.s01		Sil. Ital.			O que nasce nas vizinhanças do Guadalquivîr	 O que nasce nas vizinhanças do Guadalquivîr 	
lexicalSense:n03030.sg01.s01		Quinct.			[Eunuco	 [ Eunuco , castrado . ] 	
lexicalSense:n03031.sg01.s01		Ovid.			Eunuco	 Eunuco , castrado 	
lexicalSense:n03032.sg01.s01		Hor.			Banhos	 Banhos , caldas 	
lexicalSense:n03033.sg01.s01		Plaut.			Trazer	 Trazer , ou levar ás costas 	
lexicalSense:n03034.sg01.s01		Cic.			O que carrega grandes pezos por lucro	 O que carrega grandes pezos por lucro , mariola 	
lexicalSense:n03035.sg01.s01		Juv.			Balea	 Balea , grande peixe 	
lexicalSense:n03036.sg01.s01		Petr.			De balea	 De balea 	
lexicalSense:n03037.sg01.s01		* Pers.			Untado com oleo feito de Balano	 Untado com oleo feito de Balano , especie de avellã da India 	
lexicalSense:n03038.sg01.s01		(oleum) Plin.			Oleo muito cheiroso	 Oleo muito cheiroso , que se tira da avellã da India , que se chama Balanus murepsica 	
lexicalSense:n03039.sg01.s01		Plin.			Certa pedra preciosa verde	 Certa pedra preciosa verde 	
lexicalSense:n03040.sg01.s01		Plin.			Especie de castanha mais comprida	 Especie de castanha mais comprida , e mais redonda que as ordinarias 	
lexicalSense:n03041.sg01.s01		Plin.			Nome geral para todos os frutos	 Nome geral para todos os frutos , que tem dentro miolo , ou caroço , como tamaras , azeitonas , castanhas , bolotas , & c 	
lexicalSense:n03041.sg01.s02		Plin.			Hum certo peixe	 Hum certo peixe 	
lexicalSense:n03042.sg01.s01		Hor.			Homens de pouca conta	 Homens de pouca conta , charlatães , picaros , paralvilhos , & c 	
lexicalSense:n03043.sg01.s01		Virg.			Balido	 Balido , berro da ovelha , ou cordeiro 	
lexicalSense:n03044.sg01.s01		Plin.			Semelhante á flor de romeira	 Semelhante á flor de romeira 	
lexicalSense:n03045.sg01.s01		Plin.			Flor de romeira brava	 Flor de romeira brava , ou mansa 	
lexicalSense:n03046.sg01.s01		Lucr.			Gaguejando	 Gaguejando 	
lexicalSense:n03047.sg01.s01		Cic.			Gago	 Gago , tartamudo 	
lexicalSense:n03047.sg01.s02		Hor.			Gaguejado	 Gaguejado , mal pronunciado 	
lexicalSense:n03048.sg01.s01		Cic.			Gaguejar	 Gaguejar , pronunciar mal como menino 	
lexicalSense:n03049.sg01.s01		Varr.			Banhos publicos	 Banhos publicos 	
lexicalSense:n03050.sg01.s01		Plaut.			Banho particular	 Banho particular 	
lexicalSense:n03051.sg01.s01		Plaut.			De côr trigueira	 De côr trigueira 	
lexicalSense:n03052.sg01.s01		Plin.			Certa herva	 Certa herva 	
lexicalSense:n03054.sg01.s01		* Plaut.			Que berra como ovelha	 Que berra como ovelha 	
lexicalSense:n03055.sg01.s01		Caes.			Trabuco	 Trabuco , máquina militar para atirar pedras , & c 	
lexicalSense:n03055.sg01.s02		Plaut.			Tiro	 Tiro , arremessão de qualquer genero , que se despede da ballista 	
lexicalSense:n03056.sg01.s01		Plaut.			Lugar	 Lugar , onde se guarda o trabuco , ou a mesma máquina do trabuco ou ballista 	
lexicalSense:n03057.sg01.s01		Veg.			O que fabrica o trabuco	 O que fabrica o trabuco 	
lexicalSense:n03058.sg01.s01		Plin.			Marroio negro	 Marroio negro , herva 	
lexicalSense:n03060.sg01.s01		Cic.			Banhos	 Banhos , principalmente público 	
lexicalSense:n03061.sg01.s01		Cic.			Banhos	 Banhos 	
lexicalSense:n03062.sg01.s01		Scaev. Ict.			[Pertencente ao banho.]	 [ Pertencente ao banho . ] 	
lexicalSense:n03063.sg01.s01		Catul.			Pertencente ao banho	 Pertencente ao banho 	
lexicalSense:n03064.sg01.s01		Cic.			O que tem a seu cargo os banhos	 O que tem a seu cargo os banhos 	
lexicalSense:n03065.sg01.s01		Juv.			Pequeno banho	 Pequeno banho 	
lexicalSense:n03066.sg01.s01		Cic.			Banho de casa particular	 Banho de casa particular 	
lexicalSense:n03066.sg01.s02		No plur. Hor.			Banhos publicos	 Banhos publicos 	
lexicalSense:n03067.sg01.s01		Cic.			Balar	 Balar , berrar a ovelha , ou o cordeiro 	
lexicalSense:n03068.sg01.s01		Plin.			De balsamo	 De balsamo 	
lexicalSense:n03069.sg01.s01		Plin.			Genero de canella semelhante ao balsamo no cheiro	 Genero de canella semelhante ao balsamo no cheiro 	
lexicalSense:n03070.sg01.s01		Plin.			Arbusto	 Arbusto , de que se tira o balsamo por incisão 	
lexicalSense:n03070.sg01.s02		Virg.			Balsamo	 Balsamo 	
lexicalSense:n03071.sg01.s01		Varr.			[Talabarte	 [ Talabarte , tiracolo , cinto militar . ] 	
lexicalSense:n03072.sg01.s01		Virg.			Talabarte	 Talabarte , tiracolo , cinto militar 	
lexicalSense:n03072.sg01.s02		Cat.			Cercadura de qualquer cousa	 Cercadura de qualquer cousa 	
lexicalSense:n03072.sg01.s03		Vitr.			Cordão em redondo dos capiteis das columnas	 Cordão em redondo dos capiteis das columnas 	
lexicalSense:n03073.sg01.s01		Plin.			Grãos de ouro	 Grãos de ouro , que se achão nas minas , ou rios 	
lexicalSense:n03074.sg01.s01		Cic.			O que gagueja	 O que gagueja 	Termo injurioso, de que usa Cicero contra o sogro de M. Antonio.
lexicalSense:n03075.sg01.s01		Vitr.			Genero de máquina	 Genero de máquina , propria para levantar pezos grandes 	
lexicalSense:n03076.sg01.s01		Plin.			Hum certo peixe	 Hum certo peixe 	
lexicalSense:n03077.sg01.s01		Plin.			Genero de uva	 Genero de uva 	
lexicalSense:n03078.sg01.s01		Juv.			Baptas	 Baptas , Sacerdotes de Cotytto , Deosa da impudicicia em Athenas 	
lexicalSense:n03079.sg01.s01		Plin.			Pedra preciosa	 Pedra preciosa , branda , e cheirosa 	
lexicalSense:n03080.sg01.s01		Plin. Jun.			Vaso	 Vaso , ou lugar proprio para se lavar , ou banhar 	
lexicalSense:n03081.sg01.s01		* Lucr.			Comilão	 Comilão , o que devora os seus bens com a gula 	
lexicalSense:n03082.sg01.s01		Virg.			Abysmo	 Abysmo , profundidade 	
lexicalSense:n03082.sg01.s02		Val. Flac.			Inferno	 Inferno 	
lexicalSense:n03082.sg01.s03		Mart.			Estomago	 Estomago 	
lexicalSense:n03082.sg01.s04					Propriamente era hum lugar em Athenas	 Propriamente era hum lugar em Athenas , outros querem no Egypto , tão despenhado , e profundo , que precipitavão delle os condemnados á morte 	
lexicalSense:n03082.sg01.s99	usageExample:n03082.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n03083.sg01.s01		Virg.			Barba dos homens	 Barba dos homens , e animaes 	
lexicalSense:n03083.sg01.s02		Plin.			Ultimos raminhos	 Ultimos raminhos , ou folhas das arvores 	
lexicalSense:n03083.sg01.s03					Musgo das arvores	 Musgo das arvores , ou lanugem de certas frutas 	
lexicalSense:n03084.sg01.s01		Cic.			Barbaramente	 Barbaramente 	
lexicalSense:n03084.sg01.s02		Hor.			Rusticamente	 Rusticamente 	
lexicalSense:n03084.sg01.s99	usageExample:n03084.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n03085.sg01.s01		Cic.			Região barbara	 Região barbara , gente barbara 	
lexicalSense:n03085.sg01.s02					Barbaridade	 Barbaridade , crueldade , deshumanidade 	
lexicalSense:n03086.sg01.s01		Eutrop.			Vozeria	 Vozeria , gritaria do exercito 	
lexicalSense:n03087.sg01.s01		Virg.			Barbaro	 Barbaro , cruel 	
lexicalSense:n03087.sg01.s99	usageExample:n03087.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n03088.sg01.s01		Cic.			Barbaria	 Barbaria , região , ou gente barbara 	
lexicalSense:n03088.sg01.s02					Barbaridade	 Barbaridade , crueldade incivilidade , grosseria 	
lexicalSense:n03088.sg01.s03		Ovid.			Ignorancia	 Ignorancia 	
lexicalSense:n03089.sg01.s01		Ad Her.			Barbarismo	 Barbarismo , impropriedadde de huma palavra em qualquer lingua 	
lexicalSense:n03089.sg01.s02		Quinct.			Barbaridade dos costumes	 Barbaridade dos costumes 	
lexicalSense:n03090.sg01.s01		Cic.			Barbaro	 Barbaro , cruel , deshumano 	
lexicalSense:n03090.sg01.s02					Grosseiro	 Grosseiro , incivil , rustico 	
lexicalSense:n03090.sg01.s03					Estrangeiro	 Estrangeiro , que não sabe a lingua do paiz 	
lexicalSense:n03091.sg01.s01		Plin.			Huma especie de aguia	 Huma especie de aguia 	
lexicalSense:n03092.sg01.s01		Petr.			Officio de barbeiro	 Officio de barbeiro 	
lexicalSense:n03093.sg01.s01		Cic.			Que tem a primeira lanugem da barba	 Que tem a primeira lanugem da barba , a que começa vir a barba 	
lexicalSense:n03094.sg01.s01		Cic.			Barbado	 Barbado , que tem barba 	
lexicalSense:n03094.sg01.s02					Antigo	 Antigo 	
lexicalSense:n03095.sg01.s01		Lucr.			O que tem	 O que tem , ou traz barba 	
lexicalSense:n03096.sg01.s01		Apul.			Barba	 Barba 	
lexicalSense:n03097.sg01.s01		Auson.			[Harpa	 [ Harpa , cythara , alaude , ou outro instrumento grande de cordas . ] 	
lexicalSense:n03098.sg01.s01					Harpa	 Harpa , cythara , alaude , ou outro instrumento grande de cordas 	
lexicalSense:n03099.sg01.s01		Cic.			Pequena barba	 Pequena barba , buço 	
lexicalSense:n03100.sg01.s01		Juv.			[Que tem pelo	 [ Que tem pelo , felpudo , ou vestido com habito , que tem pelo . ] 	
lexicalSense:n03101.sg01.s01		Mart.			Que tem pelo	 Que tem pelo , felpudo , ou vestido com habito , que tem pelo 	
lexicalSense:n03102.sg01.s01		Tac.			Alarido	 Alarido , grito dos soldados ao entrar nos combates 	
lexicalSense:n03103.sg01.s01		Mart.			Capote com capuz para o Inverno	 Capote com capuz para o Inverno 	
lexicalSense:n03104.sg01.s01		Cic.			Tolo	 Tolo , estupido , insensato 	
lexicalSense:n03105.sg01.s01		Prop.			Barca	 Barca , em que se levavão os cadaveres á sepultura , cujo Piloto se chamava Charonte entre os Egypcios 	Os Poetas depois fingirão no Inferno.
lexicalSense:n03106.sg01.s01		* Cic.			Tolo	 Tolo , insensato 	
lexicalSense:n03107.sg01.s01		Plin.			Certa pedra preciosa	 Certa pedra preciosa 	
lexicalSense:n03108.sg01.s01		Apul.			Berro do elefante	 Berro do elefante 	
lexicalSense:n03108.sg01.s02		Veget.			Clamor	 Clamor , alarido dos soldados Romanos ao entrar nas batalhas 	
lexicalSense:n03109.sg01.s01		Hor.			Elefante	 Elefante 	
lexicalSense:n03110.sg01.s01		(aedes) Vitr.			Casas largas	 Casas largas , porém baixas , por causa das poucas columnas , que as sostem 	
lexicalSense:n03111.sg01.s01		(aedes) Vitr.			Casas altas	 Casas altas , porém com poucas columnas , e entre si distantes 	
lexicalSense:n03112.sg01.s01		Plin.			Marmore de côr de ferro	 Marmore de côr de ferro 	
lexicalSense:n03113.sg01.s01		Plin.			Pedra de toque	 Pedra de toque 	
lexicalSense:n03114.sg01.s01		Juv.			Vaso	 Vaso , em que se lavão os copos , e outras cousas 	
lexicalSense:n03115.sg01.s01		Catul.			Acção de beijar	 Acção de beijar 	
lexicalSense:n03116.sg01.s01		Mart.			O que beija muitas vezes	 O que beija muitas vezes 	
lexicalSense:n03118.sg01.s01		Liv.			Lugar público	 Lugar público , palacio real , praça , onde se tratavão negocios da Republica , e se ajuntavão os Magistrados , os negociantes , & c 	
lexicalSense:n03119.sg01.s01		Plaut.			Esplendidamente	 Esplendidamente , magnificamente , regiamente , como Rei 	
lexicalSense:n03119.sg01.s99	usageExample:n03119.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n03120.sg01.s01		Plaut.			Genero de vestido Real	 Genero de vestido Real 	
lexicalSense:n03121.sg01.s01		Plaut.			Real	 Real , sumptuoso , magnifico 	
lexicalSense:n03122.sg01.s01		Plin.			Basilisco	 Basilisco , serpente muito venenosa 	
lexicalSense:n03123.sg01.s01		Catul.			Beijar amorosamente	 Beijar amorosamente 	
lexicalSense:n03124.sg01.s01		Petr.			Beijinho	 Beijinho 	
lexicalSense:n03125.sg01.s01		Cic.			Base	 Base , fundamento 	
lexicalSense:n03126.sg01.s01		Catul.			Beijo	 Beijo 	
lexicalSense:n03127.sg01.s01		Hor.			Sobrenome de Baccho	 Sobrenome de Baccho 	
lexicalSense:n03128.sg01.s01		Prop.			Pertencente a Baccho	 Pertencente a Baccho 	
lexicalSense:n03129.sg01.s01		Pers.			Sacerdotisa de Baccho	 Sacerdotisa de Baccho 	
