ontolex.LexicalSense	lexicog.usageExample	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.la	rdfs.label.pt	skos.definition.la	skos.definition.pt	skos.note
lexicalSense:n2750.sg01.s99	usageExample:n2750.sg01.s99.u01, usageExample:n2750.sg01.s99.u02, usageExample:n2750.sg01.s99.u03		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2751.sg01.s01						tempestade		 tempestade , tormenta 	
lexicalSense:n2751.sg10.s01						aballar		 aballar , revolver de baixo para cima 	
lexicalSense:n2752.sg01.s01						os homens principaes do povo		 os homens principaes do povo 	
lexicalSense:n2753.sg01.s01	usageExample:n2753.sg01.s01.u01					cousa inclinada		 cousa inclinada , costa abaixo 	
lexicalSense:n2753.sg01.s02		& Proclivis				cousa inclinada		 cousa inclinada , ou propensa a algum mal 	accus. cum Ad, rarò cum dat.
lexicalSense:n2753.sg01.s03	usageExample:n2753.sg01.s03.u01, usageExample:n2753.sg01.s03.u02	Por				cousa facil de se fazer		 cousa facil de se fazer 	dat.
lexicalSense:n2754.sg01.s01	usageExample:n2754.sg01.s01.u01					longe		 longe 	
lexicalSense:n2754.sg10.s01						longe		 longe , ou afastado 	
lexicalSense:n2755.sg01.s01						procurar		 procurar , ou administrar cousas alheas ; ter cuidado , ou curar de alguma cousa 	Activ.
lexicalSense:n2756.sg01.s01						gastar demasiadamente		 gastar demasiadamente 	accus.
lexicalSense:n2757.sg01.s01						cousa prodiga		 cousa prodiga , ou desperdiçada 	
lexicalSense:n2758.sg01.s01						porfanar o sagrado		 porfanar o sagrado 	Activ.
lexicalSense:n2759.sg01.s01						cousa		 cousa , que naõ he sagrada , nem religiosa ; ou que de sagrada se converteo em uso dos homens 	
lexicalSense:n2759.sg01.s02		interdum			pro Scelerato		 pro Scelerato , & Impio 		
lexicalSense:n2760.sg01.s01						fallar		 fallar , dizer 	
lexicalSense:n2761.sg01.s01						certamente		 certamente 	
lexicalSense:n2762.sg01.s01	usageExample:n2762.sg01.s01.u01					cousa		 cousa , que naõ he de festa 	
lexicalSense:n2763.sg01.s01						aproveitar		 aproveitar , fazer progresso 	aliqua, vel in aliqua re
lexicalSense:n2763.sg01.s02		por				aproveitar a outrem		 aproveitar a outrem , ou ser de proveito 	accus. cum Ad, vel dat. vel abl. cum In.
lexicalSense:n2764.sg01.s01						partir-se		 partir - se , ou ir 	
lexicalSense:n2764.sg01.s99	usageExample:n2764.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2765.sg01.s01						prometter publicamente		 prometter publicamente 	aliquid alicui
lexicalSense:n2765.sg01.s02		por				confessar		 confessar , ou affirmar clara , e voluntariamente 	accus.
lexicalSense:n2765.sg01.s99	usageExample:n2765.sg01.s99.u01, usageExample:n2765.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2766.sg01.s01						cousa		 cousa , que corre abundantemente 	
lexicalSense:n2766.sg10.s01						a corrente do rio		 a corrente do rio 	
lexicalSense:n2767.sg01.s01	usageExample:n2767.sg01.s01.u01, usageExample:n2767.sg01.s01.u02					fugir longe		 fugir longe 	
lexicalSense:n2768.sg01.s01						cousa fugitiva		 cousa fugitiva 	aliqua, vel ab aliqua parte, interdum gen.
lexicalSense:n2768.sg01.s02		ou				cousa		 cousa , que corre muitos lugares 	
lexicalSense:n2769.sg01.s01						derramar muito		 derramar muito , estragar 	Activ.
lexicalSense:n2769.sg01.s99	usageExample:n2769.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2770.sg01.s01						cousa profunda		 cousa profunda , e alta 	
lexicalSense:n2771.sg01.s01						cousa derramada em abundancia		 cousa derramada em abundancia 	
lexicalSense:n2771.sg01.s02						cousa sumptuosa		 cousa sumptuosa , e estragadora 	gen.
lexicalSense:n2772.sg01.s01						prohibir		 prohibir , ou impedir 	aliquem aliqua re
lexicalSense:n2772.sg01.s02	usageExample:n2772.sg01.s02.u01, usageExample:n2772.sg01.s02.u02, usageExample:n2772.sg01.s02.u03, usageExample:n2772.sg01.s02.u04	por				apartar		 apartar , impedindo algum mal 	aliquid ab aliquo, vel aliquem ab aliqua re, | Interdum cum aliquid alicui
lexicalSense:n2773.sg01.s01						por tanto		 por tanto , ou por isso 	
lexicalSense:n2773.sg01.s02		Interdum pro Adverb. similitudinis, i			Perinde	assim	 Perinde 	 assim 	
lexicalSense:n2774.sg01.s01						a geraçaõ		 a geraçaõ 	
lexicalSense:n2775.sg01.s01						o prologo		 o prologo , ou prefaçaõ , lôa 	
lexicalSense:n2776.sg01.s01						a immundicia		 a immundicia 	
lexicalSense:n2777.sg01.s01	usageExample:n2777.sg01.s01.u01					apparecer para cima		 apparecer para cima , ou em cima , sair , ou apparecer fora 	
lexicalSense:n2777.sg01.s99	usageExample:n2777.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2777.sg10.s01					dicitur mons in mari prominens		 dicitur mons in mari prominens 		
lexicalSense:n2778.sg01.s01						cousa misturada		 cousa misturada , confusa , mexida , sem distinçaõ , e commua a muitos 	dat.
lexicalSense:n2779.sg01.s01						prometter		 prometter 	aliquid alicui
lexicalSense:n2779.sg01.s02		por				estender		 estender 	accus.
lexicalSense:n2779.sg01.s99	usageExample:n2779.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2780.sg01.s01						tirar para fora o guardado		 tirar para fora o guardado , ou escondido ; manifestar , ou publicar 	
lexicalSense:n2781.sg01.s01	usageExample:n2781.sg01.s01.u01, usageExample:n2781.sg01.s01.u02, usageExample:n2781.sg01.s01.u03								in abl. solúm reperitur cum In
lexicalSense:n2782.sg01.s01						cousa manifesta		 cousa manifesta , e descoberta 	
lexicalSense:n2782.sg01.s99	usageExample:n2782.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2782.sg10.s01	usageExample:n2782.sg10.s01.u01					cousa prompta		 cousa prompta , apparelhada , expedita 	id, ad quod quis est promptus, saepius in accus. cum Ad, quàm dat.
lexicalSense:n2783.sg01.s01						o bisneto		 o bisneto , filho de neto 	
lexicalSense:n2784.sg01.s01						a bisneta		 a bisneta , filha de neta 	
lexicalSense:n2785.sg01.s01					quae praeest nuptiis ex parte uxoris	madrinha da voda	 quae praeest nuptiis ex parte uxoris 	 madrinha da voda 	Auspex verò ex parte viri.
lexicalSense:n2786.sg01.s01						cousa inclinada		 cousa inclinada , ou facil para alguma cousa 	
lexicalSense:n2787.sg01.s01						vide deitada de cabeça		 vide deitada de cabeça 	1. l.
lexicalSense:n2787.sg01.s02						pela geraçaõ		 pela geraçaõ 	1. b.
lexicalSense:n2787.sg10.s01						deitar as vides de cabeça		 deitar as vides de cabeça , estender , ou dilatar 	Act.
lexicalSense:n2788.sg01.s01						perto		 perto 	
lexicalSense:n2788.sg10.s01						perto		 perto , ou quasi 	
lexicalSense:n2789.sg01.s01						cousa inclinada		 cousa inclinada 	accus. cum Ad.
lexicalSense:n2790.sg01.s01						apressar-se		 apressar - se 	Neutr.
lexicalSense:n2790.sg01.s02						apressar		 apressar 	
lexicalSense:n2791.sg01.s01						dar a beber		 dar a beber , tocando primeiro , ou offerecer 	Aliquid alicui, vel dat solùm
lexicalSense:n2792.sg01.s01						cousa chegada		 cousa chegada , ou aparentada 	
lexicalSense:n2793.sg01.s01						cousa mais chegada		 cousa mais chegada , ou perto 	dat. accus. cum Ad rarò.
lexicalSense:n2793.sg01.s99	usageExample:n2793.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2794.sg01.s01						mais perto		 mais perto 	
lexicalSense:n2795.sg01.s01						cousa propicia		 cousa propicia , favoravel 	dat.
lexicalSense:n2796.sg01.s01						huma enseada do mar Mediterraneo		 huma enseada do mar Mediterraneo 	
lexicalSense:n2797.sg01.s01						cousa propria		 cousa propria , ou perpetua 	
lexicalSense:n2798.sg01.s01						por causa		 por causa , por amor , ou perto 	
lexicalSense:n2799.sg01.s01						por isso		 por isso 	
lexicalSense:n2799.sg01.s99	usageExample:n2799.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2800.sg01.s01						totalmente		 totalmente , de todo , geralmente 	
lexicalSense:n2800.sg01.s02		Prorsús			pro Rectè	para a parte de diante	 pro Rectè 	 para a parte de diante 	
lexicalSense:n2801.sg01.s01						seguir		 seguir , ou proseguir , ou levar ao fim 	accus.
lexicalSense:n2801.sg01.s02	usageExample:n2801.sg01.s02.u01	Por				seguir a alguem com affecto bom		 seguir a alguem com affecto bom , ou máo 	aliquem aliqua re, & pro abl. varietate varias habet significationes
lexicalSense:n2802.sg01.s01						huma filha de Jupiter		 huma filha de Jupiter , e de Ceres , que fingem Deosa do Inferno 	
lexicalSense:n2802.sg01.s02		toma-se pela				Lua		 Lua 	
lexicalSense:n2803.sg01.s01						saltar fora		 saltar fora 	abl. cum praep. vel sine illa.
lexicalSense:n2804.sg01.s01						cousa prospera		 cousa prospera 	alicui.
lexicalSense:n2805.sg01.s01						ver de longe		 ver de longe , ou prover 	accus.
lexicalSense:n2805.sg01.s02					Pro Providêre	ter conta	 Pro Providêre , vel consulere , por 	 ter conta , ou attentar 	dat.
lexicalSense:n2805.sg01.s99	usageExample:n2805.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2806.sg01.s01						aproveitar		 aproveitar 	
lexicalSense:n2807.sg01.s01						cousa arrogante		 cousa arrogante , sem vergonha 	
lexicalSense:n2808.sg01.s01						levar para diante		 levar para diante 	accus.
lexicalSense:n2808.sg01.s99	usageExample:n2808.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2808.sg10.s01	usageExample:n2808.sg10.s01.u01					cousa levada diante		 cousa levada diante , ou estendida 	
lexicalSense:n2809.sg01.s01						prover		 prover , ver dantes , evitar algum mal 	accus.
lexicalSense:n2809.sg01.s02		por				attentar		 attentar , e ter conta com alguma cousa 	dat.
lexicalSense:n2810.sg01.s01						cousa prudente		 cousa prudente , e acautelada 	
lexicalSense:n2811.sg01.s01						cousa muito perto		 cousa muito perto , ou mui chegada 	
lexicalSense:n2811.sg10.s01						ultima		 ultima , ou proximamente , mui perto 	
lexicalSense:n2812.sg01.s01						cousa prudente		 cousa prudente , sabia , perita , douta 	
lexicalSense:n2813.sg01.s01						cantar		 cantar , ou tanger 	sine casu.
lexicalSense:n2814.sg01.s01	usageExample:n2814.sg01.s01.u01, usageExample:n2814.sg01.s01.u02					Adjecçaõ		 Adjecçaõ , que só se acha no abl 	
lexicalSense:n2815.sg01.s01						nome de varios Reys		 nome de varios Reys , e de hum Astrologo 	
lexicalSense:n2816.sg01.s01						envergonhar-se		 envergonhar - se , ter pejo 	differt à Piget, quòd hoc ad poenitentiam, & dolorem, Pudet ad verecundiam, & dedecus referatur.
lexicalSense:n2817.sg01.s01						o moço		 o moço , ou criado 	
lexicalSense:n2818.sg01.s01						lutador		 lutador , ou lutadora 	
lexicalSense:n2819.sg01.s01						memoriaes		 memoriaes , em que apontamos alguma cousa com penna de ferro , ou ponteiro 	
lexicalSense:n2820.sg01.s01						o punhal		 o punhal 	
lexicalSense:n2821.sg01.s01						pelejar		 pelejar , contender 	
lexicalSense:n2821.sg01.s99	usageExample:n2821.sg01.s99.u01, usageExample:n2821.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2822.sg01.s01						as pappas		 as pappas 	
lexicalSense:n2823.sg01.s01						o pò		 o pò , ou lugar do conflicto 	
lexicalSense:n2823.sg01.s99	usageExample:n2823.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2824.sg01.s01						a pedra pomez		 a pedra pomez 	
lexicalSense:n2825.sg01.s01	usageExample:n2825.sg01.s01.u01					ponto		 ponto , ou voto de approvaçaõ 	
lexicalSense:n2826.sg01.s01						picar		 picar , molestar 	Act.
lexicalSense:n2826.sg10.s01						cousa picada		 cousa picada 	
lexicalSense:n2826.sg20.s01	usageExample:n2826.sg20.s01.u01					de ponta ou ás estocadas		 de ponta ou ás estocadas 	
lexicalSense:n2827.sg01.s01						castigar		 castigar 	
lexicalSense:n2827.sg01.s02		hinc Punior, iris. Passiv.				ser castigado		 ser castigado 	
lexicalSense:n2827.sg10.s01						castigar		 castigar 	accus.
lexicalSense:n2828.sg01.s01						a popa da náo		 a popa da náo , pela qual se toma 	
lexicalSense:n2829.sg01.s01	usageExample:n2829.sg01.s01.u01					cousa pura		 cousa pura , limpa , e sem mistura 	
lexicalSense:n2829.sg01.s99	usageExample:n2829.sg01.s99.u01, usageExample:n2829.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
lexicalSense:n2830.sg01.s01						o pé		 o pé , nome , que só se usa na composiçaõ 	
lexicalSense:n2830.sg10.s01						a materia		 a materia , ou podridaõ da postema 	
lexicalSense:n2831.sg01.s01						Puzoli		 Puzoli , Cidade da Campania 	
lexicalSense:n2832.sg01.s01						podar vides		 podar vides , ou arvores 	
lexicalSense:n2832.sg01.s02						cuidar		 cuidar , ou considerar 	accus.
lexicalSense:n2832.sg01.s03		Por				ter para si		 ter para si , ou julgar 	Saepe cum infinito, interdum cum accus.
lexicalSense:n2832.sg01.s04		Por				estimar		 estimar , aliquem magni , parvi , & c 	
lexicalSense:n2832.sg01.s99	usageExample:n2832.sg01.s99.u01, usageExample:n2832.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)					
